Open,High,Low,Close,Volume,Adjusted
1580.97998,1588.5,1566.359985,1569.680054,4360300,1569.680054
1560.01001,1574.800049,1546.02002,1572.079956,4251900,1572.079956
1562.449951,1584.900024,1562.189941,1580.949951,3443600,1580.949951
1589.339966,1606.949951,1587.829956,1600.140015,3801900,1600.140015
1595,1596.880005,1582.51001,1592.390015,3067900,1592.390015
1600,1608,1592,1608,3637300,1608
1608.47998,1615.599976,1603.439941,1609.079956,2817500,1609.079956
1610.98999,1611.099976,1597.890015,1602.910034,2263900,1602.910034
1604,1611.180054,1600.050049,1601.540039,2509500,1601.540039
1587.800049,1587.800049,1565.219971,1576.119995,5077500,1576.119995
1577.5,1594.430054,1576.670044,1587.280029,2570600,1587.280029
1580.560059,1594.040039,1573,1581.76001,2147600,1581.76001
1581.329956,1583.589966,1572.099976,1574.369995,2642600,1574.369995
1585,1592.050049,1575,1585.459961,2925200,1585.459961
1589.890015,1589.890015,1575.25,1581.400024,2115600,1581.400024
1571.050049,1601.859985,1566.339966,1601.859985,3361900,1601.859985
1598.030029,1608.23999,1588.380005,1603.069946,3430000,1603.069946
1603,1614.119995,1600.449951,1610.150024,2698400,1610.150024
1600.709961,1621.790039,1600.150024,1612.869995,3846500,1612.869995
1618.099976,1626,1612.930054,1624.890015,2907400,1624.890015
1623,1635,1621.349976,1629.619995,3166300,1629.619995
1637.030029,1646.72998,1635.089966,1641.540039,3313400,1641.540039
1648.900024,1665.680054,1645.48999,1665.27002,3187700,1665.27002
1672.98999,1699,1670.060059,1696.349976,4782200,1696.349976
1704.51001,1714.5,1686.469971,1695.75,5473200,1695.75
1698.560059,1699.900024,1676.109985,1689.300049,3765700,1689.300049
1681.119995,1689.439941,1673.01001,1683.98999,2955100,1683.98999
1681.51001,1694.23999,1680.589966,1689.119995,2335500,1689.119995
1693,1699.51001,1691.52002,1698.75,2259200,1698.75
1702.810059,1713.75,1700.119995,1704.859985,3327500,1704.859985
1713.47998,1724.800049,1708.869995,1723.859985,3174400,1723.859985
1714,1720.869995,1708.52002,1715.969971,4777600,1715.969971
1706.26001,1726.73999,1702.560059,1723.790039,3107700,1723.790039
1709.040039,1736.109985,1700.390015,1734.780029,4290100,1734.780029
1742.5,1762.930054,1741.359985,1750.079956,4332600,1750.079956
1760,1763.099976,1717.560059,1730.219971,4941100,1730.219971
1742.619995,1743,1711.900024,1715.670044,4075100,1715.670044
1702.51001,1705,1646.310059,1663.150024,7511200,1663.150024
1672.369995,1701.569946,1663.339966,1691.089966,4386600,1691.089966
1708.109985,1711.949951,1660,1660.51001,4872200,1660.51001
1672.540039,1705.5,1661.170044,1701.449951,4529700,1701.449951
1717,1723.410034,1694.319946,1699.800049,4543500,1699.800049
1682.699951,1713.890015,1678.060059,1713.780029,3185700,1713.780029
1723.959961,1725,1692.47998,1693.959961,2177300,1693.959961
1705.380005,1710.689941,1682.150024,1699.72998,2983100,1699.72998
1696,1715.27002,1691.670044,1710.630005,2650300,1710.630005
1724.050049,1739.560059,1716.22998,1739.02002,3012000,1739.02002
1738.530029,1750,1731,1743.069946,3002900,1743.069946
1737.98999,1756.959961,1734,1755,3209800,1755
1764.51001,1798,1762.180054,1796.619995,4532700,1796.619995
1803.930054,1815.300049,1795.22998,1813.030029,4383200,1813.030029
1821.949951,1841.949951,1814.449951,1822.48999,5466200,1822.48999
1811.560059,1851.689941,1797.380005,1843.930054,5682900,1843.930054
1848,1858.880005,1831.27002,1842.920044,4861900,1842.920044
1829.459961,1841,1811.27002,1812.969971,4676900,1812.969971
1825.01001,1834.839966,1810.060059,1813.699951,3884400,1813.699951
1812.209961,1819,1769.98999,1802,3888500,1802
1829.01001,1840,1809.380005,1829.23999,4278700,1829.23999
1829.300049,1863.839966,1822.640015,1863.609985,3738200,1863.609985
1839,1844.680054,1804.5,1808,9924400,1808
1876.050049,1880.050049,1806.530029,1817.27002,9681000,1817.27002
1827.329956,1829.5,1766.02002,1779.219971,6562300,1779.219971
1786.48999,1801.829956,1739.319946,1777.439941,5738700,1777.439941
1784,1798.439941,1776.02002,1797.170044,4153100,1797.170044
1788.77002,1836.560059,1786,1834.329956,4354700,1834.329956
1837.73999,1841,1821.5,1823.290039,3460500,1823.290039
1825.810059,1847.77002,1818.920044,1847.75,3391800,1847.75
1854.530029,1869.719971,1846.27002,1862.47998,3377500,1862.47998
1861,1891.51001,1854.5,1886.52002,3963000,1886.52002
1882,1914.569946,1877.47998,1898.52002,4860400,1898.52002
1888.51001,1899.5,1878.209961,1886.300049,3639900,1886.300049
1898.5,1925,1893.670044,1896.199951,5531500,1896.199951
1919.390015,1921.01001,1900,1919.650024,3986100,1919.650024
1909.550049,1916.209961,1869.790039,1882.619995,7700700,1882.619995
1903.939941,1905,1883.550049,1886.52002,3957100,1886.52002
1885.800049,1888,1855.550049,1882.219971,4104300,1882.219971
1890.569946,1891.75,1866.060059,1876.709961,2862000,1876.709961
1880,1897.75,1874.410034,1883.420044,3105600,1883.420044
1876.640015,1905.800049,1876.640015,1904.900024,3080500,1904.900024
1907.170044,1919.5,1900.76001,1902.900024,3563000,1902.900024
1910.51001,1916.01001,1902.540039,1905.390015,2800900,1905.390015
1915,1927.699951,1909.280029,1927.680054,3569000,1927.680054
1937.72998,1941.780029,1928.819946,1932.819946,3100700,1932.819946
1953.449951,1998.689941,1948.939941,1998.099976,6531800,1998.099976
1997.420044,2025.569946,1986.900024,2002.380005,7277300,2002.380005
2007,2022.380005,2004.73999,2012.709961,4204400,2012.709961
2026.5,2050.5,2013,2039.51001,5721100,2039.51001
2038.109985,2040.380005,1989.890015,1994.819946,8220600,1994.819946
2006.51001,2007.5,1935.209961,1958.310059,7488700,1958.310059
1938.709961,1975.199951,1937.349976,1952.069946,4892600,1952.069946
1971,1973.040039,1931.52002,1939.01001,4544800,1939.01001
1928.27002,1988.880005,1917,1987.150024,5033600,1987.150024
1994,2000,1962.439941,1990,4414000,1990
2000,2008.76001,1982.030029,1989.869995,3621500,1989.869995
1992.930054,1993.650024,1959.219971,1970.189941,3642000,1970.189941
1954.72998,1956.819946,1887.410034,1908.030029,7050200,1908.030029
1918.650024,1958.199951,1915.439941,1941.050049,4268700,1941.050049
1940.5,1940.829956,1904.900024,1926.420044,4056800,1926.420044
1938.579956,1955,1932.25,1944.300049,3154900,1944.300049
1954.219971,1957.310059,1910.5,1915.01001,6855900,1915.01001
1903.790039,1936.880005,1865,1934.359985,4213700,1934.359985
1942.900024,1975.910034,1938.849976,1974.550049,4538400,1974.550049
1968.5,1995.25,1961.52002,1974.849976,4313500,1974.849976
1993.23999,2016.160034,1988.579956,2012.97998,4329400,2012.97998
2004.410034,2026.52002,1996.459961,2003,4085100,2003
2021.98999,2033.189941,2003.599976,2004.359985,3460500,2004.359985
1999.98999,2013.390015,1965.77002,1971.310059,5400700,1971.310059
1981.699951,1989.699951,1949.810059,1952.76001,5253100,1952.76001
1949,1956,1896.569946,1909.420044,7257000,1909.420044
1917.98999,1929.079956,1862.829956,1889.650024,6822300,1889.650024
1874,1902,1830.660034,1864.420044,7393200,1864.420044
1859.98999,1896.680054,1852.319946,1870.319946,4772900,1870.319946
1857.890015,1858.560059,1754.410034,1755.25,10988900,1755.25
1724,1755.400024,1685.099976,1719.359985,13935900,1719.359985
1808,1808.949951,1742.530029,1788.609985,9444600,1788.609985
1795,1795.050049,1734.22998,1760.949951,6437200,1760.949951
1783.5,1823.880005,1761.550049,1819.959961,5859900,1819.959961
1842.790039,1845,1807,1831.72998,5295200,1831.72998
1821.48999,1830.150024,1767.869995,1770.719971,5874000,1770.719971
1785.160034,1809.099976,1753,1764.030029,5907200,1764.030029
1784,1809.5,1756,1789.300049,4500000,1789.300049
1742.23999,1776.339966,1714,1768.699951,6723900,1768.699951
1773.699951,1777.709961,1656.560059,1664.199951,6928400,1664.199951
1703.339966,1794.810059,1692.01001,1782.170044,10285700,1782.170044
1649.589966,1698.459961,1603,1642.810059,14963800,1642.810059
1660,1665.73999,1495,1538.880005,13866100,1538.880005
1486.160034,1540.98999,1476.359985,1530.420044,12460100,1530.420044
1569.98999,1623.910034,1565.089966,1598.01001,9390200,1598.01001
1623.530029,1670.449951,1598.439941,1665.530029,8135500,1665.530029
1678.589966,1697.439941,1651.829956,1665.530029,6955500,1665.530029
1657.569946,1658.089966,1596.359985,1627.800049,5624700,1627.800049
1618.349976,1665,1614.550049,1642.810059,4257400,1642.810059
1673,1759.22998,1664.079956,1755.48999,8192200,1755.48999
1755,1784,1725.109985,1754.910034,6534900,1754.910034
1732.5,1743.920044,1701.869995,1712.430054,5902200,1712.430054
1698.23999,1708.550049,1630.01001,1636.849976,6806200,1636.849976
1649.290039,1677.060059,1613.75,1631.170044,5933300,1631.170044
1656.319946,1673,1597.069946,1599.01001,6486900,1599.01001
1581.01001,1624.819946,1546.51001,1619.439941,8427300,1619.439941
1587.5,1614.47998,1573.119995,1593.410034,6066100,1593.410034
1577.01001,1581.189941,1503.359985,1512.290039,7790000,1512.290039
1437.5,1534.75,1420,1495.459961,10878800,1495.459961
1542.98999,1550,1515,1516.72998,5716800,1516.72998
1517,1536.199951,1501.810059,1502.060059,2707600,1502.060059
1539,1584.810059,1524.219971,1581.329956,6257700,1581.329956
1575.98999,1597.650024,1558.01001,1581.420044,5783200,1581.420044
1613.920044,1681.449951,1601.219971,1677.75,8458700,1677.75
1674.98999,1689.98999,1652.329956,1673.569946,6613200,1673.569946
1679.5,1696,1666.5,1690.170044,5761800,1690.170044
1769.459961,1778.339966,1730,1772.359985,6862300,1772.359985
1756,1770.339966,1665,1668.400024,8694500,1668.400024
1614.869995,1701.050049,1609.849976,1699.189941,8789400,1699.189941
1705.069946,1718.930054,1625.459961,1629.130005,7576100,1629.130005
1623.839966,1657.98999,1590.869995,1641.030029,7494800,1641.030029
1678,1679.469971,1619.599976,1643.23999,6244700,1643.23999
1669,1704.98999,1660.27002,1663.540039,6598000,1663.540039
1680,1692.119995,1641.5,1658.380005,5271300,1658.380005
1638,1642.569946,1585,1591.910034,6367200,1591.910034
1566,1576.130005,1505.01001,1520.910034,8829800,1520.910034
1540,1567.550049,1523.01001,1551.47998,6523000,1551.47998
1543.050049,1584.530029,1483.180054,1495.079956,8792200,1495.079956
1484,1509.5,1432.689941,1460.829956,9991800,1460.829956
1464.98999,1480,1363.959961,1377.449951,13640300,1377.449951
1346,1396.030029,1307,1343.959961,7220000,1343.959961
1368.890015,1473.160034,1363.01001,1470.900024,10411800,1470.900024
1454.199951,1469,1390.310059,1461.640015,9722000,1461.640015
1473.349976,1513.469971,1449,1478.02002,8829000,1478.02002
1510.800049,1520.76001,1487,1501.969971,6954500,1501.969971
1465.199951,1553.359985,1460.930054,1539.130005,7983100,1539.130005
1520.01001,1538,1497.109985,1500.280029,6975600,1500.280029
1530,1594,1518.310059,1575.390015,9182600,1575.390015
1602.310059,1634.560059,1589.189941,1629.51001,7993200,1629.51001
1664.689941,1676.609985,1616.609985,1656.579956,8881400,1656.579956
1652.97998,1667.800049,1641.400024,1659.420044,6348800,1659.420044
1641.01001,1663.25,1621.619995,1656.219971,6507700,1656.219971
1640.550049,1660.290039,1636.219971,1640.560059,4686200,1640.560059
1615,1648.199951,1595.150024,1617.209961,6005900,1617.209961
1632,1675.160034,1626.01001,1674.560059,5998500,1674.560059
1684.219971,1705,1675.880005,1683.780029,6366900,1683.780029
1680,1700.170044,1677.5,1693.219971,4208900,1693.219971
1712,1716.199951,1691.540039,1696.199951,6020500,1696.199951
1681,1681.869995,1610.199951,1632.170044,6416800,1632.170044
1656,1657.430054,1612,1640.02002,5225200,1640.02002
1641.069946,1657.26001,1631.780029,1654.930054,4089900,1654.930054
1670.5,1683.47998,1661.609985,1670.569946,4945900,1670.569946
1643.589966,1645,1614.089966,1637.890015,4837700,1637.890015
1631.27002,1632.380005,1590.719971,1593.880005,4632800,1593.880005
1623,1676.949951,1619.680054,1670.430054,5783800,1670.430054
1692.849976,1736.410034,1679.079956,1718.72998,10910300,1718.72998
1638.880005,1673.060059,1622.01001,1626.22998,11506200,1626.22998
1623,1649.630005,1613.5,1633.310059,4929100,1633.310059
1643.339966,1665.26001,1642.5,1658.810059,4453100,1658.810059
1670.75,1672.26001,1633.339966,1640.26001,3939900,1640.26001
1625,1625.540039,1592.910034,1614.369995,4626600,1614.369995
1586,1588.589966,1566.76001,1588.219971,5657500,1588.219971
1600.97998,1609.290039,1586,1591,3317300,1591
1604,1639.400024,1598.880005,1638.01001,4858600,1638.01001
1647,1656.380005,1637.109985,1640,3560300,1640
1624.5,1637.900024,1606.060059,1622.650024,4120500,1622.650024
1627.859985,1628.910034,1604.5,1607.949951,4343900,1607.949951
1601,1634,1600.560059,1627.579956,3681700,1627.579956
1630,1634.930054,1610.119995,1622.099976,3337600,1622.099976
1619.849976,1623.560059,1600.910034,1619.439941,3483400,1619.439941
1623.5,1634.939941,1621.170044,1631.560059,3096200,1631.560059
1641.449951,1654.599976,1630.390015,1633,3184500,1633
1625.97998,1639.98999,1616.130005,1636.400024,2665800,1636.400024
1628.180054,1641.810059,1615.099976,1641.089966,3148800,1641.089966
1635.25,1651.77002,1633.829956,1639.829956,3025900,1639.829956
1655.130005,1674.26001,1651,1671.72998,4974900,1671.72998
1685,1709.430054,1674.359985,1696.170044,6167400,1696.170044
1702.949951,1707.800049,1689.01001,1692.430054,3681500,1692.430054
1695.969971,1697.75,1668.280029,1668.949951,3996000,1668.949951
1667.369995,1669.75,1620.51001,1625.949951,4957000,1625.949951
1604.01001,1622.719971,1586.569946,1620.800049,4667000,1620.800049
1626.119995,1672.290039,1626.01001,1670.619995,3876400,1670.619995
1669,1684.27002,1660.97998,1673.099976,3614500,1673.099976
1683,1700,1679.349976,1690.810059,3552000,1690.810059
1691.199951,1702,1684.339966,1686.219971,2946600,1686.219971
1703,1718.800049,1693.130005,1712.359985,7550900,1712.359985
1712.699951,1750,1712.630005,1742.150024,5429100,1742.150024
1753.51001,1784.160034,1753.51001,1761.849976,6364200,1761.849976
1769.939941,1799.5,1767.030029,1797.27002,6265600,1797.27002
1796.26001,1823.75,1787.280029,1819.26001,5767800,1819.26001
1810.170044,1818.97998,1763.109985,1764.77002,6363000,1764.77002
1757.790039,1782.680054,1747.5,1774.26001,5103800,1774.26001
1793,1805.77002,1773.359985,1783.76001,4865900,1783.76001
1784.130005,1787.5,1745.680054,1765.699951,4324800,1765.699951
1770,1777.930054,1753.469971,1773.420044,3043000,1773.420044
1786.579956,1792.859985,1776.630005,1780.75,3320800,1780.75
1800.109985,1815.670044,1798.72998,1814.189941,4238800,1814.189941
1811.02002,1820,1805.119995,1813.97998,3448100,1813.97998
1826.719971,1830,1809.619995,1820.699951,3926100,1820.699951
1820.650024,1828.75,1804.199951,1818.859985,3623900,1818.859985
1829,1838.579956,1825.189941,1837.280029,3640500,1837.280029
1833.22998,1850.199951,1825.109985,1849.859985,3752800,1849.859985
1845.48999,1853.089966,1831.780029,1835.839966,3714400,1835.839966
1841,1848,1828.810059,1847.329956,2964000,1847.329956
1848.699951,1849.949951,1840.310059,1844.069946,2654800,1844.069946
1848.400024,1851.5,1841.300049,1843.060059,3114400,1843.060059
1842,1846.849976,1818.900024,1844.869995,3724400,1844.869995
1851.349976,1869.77002,1848,1863.040039,3044600,1863.040039
1872.98999,1876.469971,1860.439941,1864.819946,2893500,1864.819946
1868.790039,1870.819946,1859.47998,1861.689941,2749900,1861.689941
1855.400024,1888.420044,1845.640015,1887.310059,3373800,1887.310059
1891.199951,1929.26001,1889.579956,1923.77002,4640400,1923.77002
1925,1929.689941,1898.160034,1901.75,3675800,1901.75
1917,1922.449951,1900.310059,1902.25,6099100,1902.25
1929,1951,1898,1950.630005,8432600,1950.630005
1949,1956.339966,1934.089966,1938.430054,4021300,1938.430054
1930.099976,1935.709961,1906.949951,1926.52002,3506000,1926.52002
1933.089966,1943.640015,1910.550049,1911.52002,3117000,1911.52002
1913.329956,1921.550049,1881.869995,1900.819946,3962900,1900.819946
1949,1964.400024,1936,1962.459961,6381600,1962.459961
1917.97998,1959,1910.5,1950.550049,5417800,1950.550049
1939.98999,1949.099976,1903.380005,1921,5902100,1921
1918.869995,1935.369995,1910,1917.77002,4078600,1917.77002
1900,1909.400024,1876,1899.869995,5308300,1899.869995
1898,1903.790039,1856,1889.97998,5718000,1889.97998
1836.560059,1846.540039,1818,1822.680054,5783400,1822.680054
1839.5,1852.439941,1815.75,1840.119995,4629100,1840.119995
1827.949951,1874.430054,1823,1871.150024,4692600,1871.150024
1885.939941,1917.51001,1882.290039,1907.569946,4707800,1907.569946
1893.050049,1910.530029,1867.329956,1869,4736600,1869
1852.689941,1867.780029,1835.540039,1858.969971,3798200,1858.969971
1874.790039,1879,1846,1857.52002,4005100,1857.52002
1851.780029,1871.48999,1851,1859.680054,2936600,1859.680054
1836.589966,1844,1804.199951,1815.47998,4424300,1815.47998
1835.890015,1841.76001,1817.849976,1823.280029,3369700,1823.280029
1832.75,1849.27002,1827.349976,1836.430054,3200000,1836.430054
1823.119995,1830,1807.530029,1819.189941,4279000,1819.189941
1825.48999,1829.469971,1807.829956,1816.319946,3146900,1816.319946
1790.01001,1795.589966,1772.699951,1775.069946,4618800,1775.069946
1760.01001,1766.290039,1672,1692.689941,9098700,1692.689941
1699.23999,1730.819946,1680.890015,1729.560059,5679100,1729.560059
1749.599976,1752,1715.25,1738.5,4239800,1738.5
1737.709961,1760,1726.130005,1754.359985,3689300,1754.359985
1763.699951,1806.25,1759.48999,1804.030029,4808200,1804.030029
1822,1884.869995,1818,1860.630005,5371000,1860.630005
1883.25,1893.699951,1858,1863.699951,4042700,1863.699951
1853.97998,1865,1844.380005,1855.319946,2678300,1855.319946
1866.719971,1883.089966,1862.219971,1870.300049,2795800,1870.300049
1864,1876,1859,1869.670044,2851200,1869.670044
1876.5,1895.689941,1875.449951,1886.030029,2634300,1886.030029
1901.349976,1921.670044,1899.790039,1901.369995,3895700,1901.369995
1907.839966,1919.579956,1892.469971,1908.790039,2895300,1908.790039
1933.329956,1935.199951,1905.800049,1918.189941,3217200,1918.189941
1916.099976,1925.949951,1907.579956,1911.300049,3933600,1911.300049
1912.660034,1916.859985,1901.300049,1913.900024,2283000,1913.900024
1911.839966,1916.390015,1872.420044,1878.27002,3012300,1878.27002
1892.47998,1903.800049,1887.319946,1897.829956,2441900,1897.829956
1902,1911.23999,1898.040039,1904.280029,2141700,1904.280029
1909.099976,1912.939941,1884,1893.630005,3037400,1893.630005
1922.97998,1929.819946,1914.660034,1922.189941,3192100,1922.189941
1919.380005,1934.790039,1906.630005,1934.310059,2645900,1934.310059
1935.890015,1941.589966,1930.5,1939,1690300,1939
1928.599976,1945.900024,1925.300049,1942.910034,2628400,1942.910034
1934.119995,1956,1928.25,1952.319946,2883400,1952.319946
1947.800049,1990.01001,1943.47998,1988.300049,4345700,1988.300049
1996.51001,2024.939941,1995.400024,2017.410034,4931900,2017.410034
2025.619995,2035.800049,1995.300049,2001.069946,4317800,2001.069946
2008.27002,2017,2003.869995,2011,2509300,2011
2021.400024,2022.900024,2001.550049,2020.98999,2981300,2020.98999
2010.579956,2026.319946,2001.219971,2009.900024,2618200,2009.900024
2007.050049,2012,1992.030029,1992.030029,2558800,1992.030029
1980.01001,1987.5,1951.550049,1977.900024,3486900,1977.900024
1991.209961,1996,1962.22998,1964.52002,3185600,1964.52002
1971.140015,1989,1958.26001,1985.630005,2900000,1985.630005
1995.98999,1997.790039,1973.130005,1994.48999,2703500,1994.48999
1969.300049,2001.300049,1965.869995,2000.810059,2631300,2000.810059
2001,2001.199951,1972.719971,1973.819946,4136500,1973.819946
1942,1950.900024,1924.51001,1943.050049,4927100,1943.050049
1930,1932.22998,1890.540039,1912.449951,4493200,1912.449951
1891.119995,1909.890015,1883.47998,1898.530029,2910900,1898.530029
1898.109985,1899.550049,1849.439941,1866.780029,4470700,1866.780029
1871.719971,1897.920044,1844.01001,1855.319946,4713300,1855.319946
1845.069946,1846.359985,1808.02002,1823.23999,4956200,1823.23999
1770.219971,1788.670044,1748.780029,1765.130005,6058200,1765.130005
1792.22998,1793.77002,1753.400024,1787.829956,5070300,1787.829956
1773.98999,1798.930054,1757,1793.400024,4526900,1793.400024
1806,1834.26001,1798.109985,1832.890015,3701200,1832.890015
1828.949951,1831.089966,1802.219971,1807.579956,2879800,1807.579956
1795.98999,1800.97998,1777,1784.920044,2905500,1784.920044
1783,1831.73999,1780,1824.339966,3994000,1824.339966
1793.01001,1795.650024,1757.219971,1762.959961,4893600,1762.959961
1781.98999,1788,1761.959961,1776.119995,3759100,1776.119995
1792.890015,1802.910034,1784.550049,1792.569946,3018000,1792.569946
1818.079956,1826,1812.609985,1816.119995,2816300,1816.119995
1814.5,1816.819946,1799.880005,1801.380005,1929500,1801.380005
1819.390015,1829.579956,1815,1823.540039,2031800,1823.540039
1828,1829.410034,1800.099976,1804.660034,2653500,1804.660034
1793.030029,1804.900024,1745.22998,1749.619995,5270800,1749.619995
1766.910034,1770,1743.51001,1768.869995,3080000,1768.869995
1775.72998,1779.400024,1746.680054,1761.829956,3019700,1761.829956
1755,1767.859985,1744.050049,1764.25,2419700,1764.25
1783,1798.550049,1777.25,1786.400024,3015100,1786.400024
1797.48999,1799.73999,1764.569946,1776.290039,3058700,1776.290039
1770,1800.800049,1768,1789.839966,3543000,1789.839966
1805,1807.630005,1796.22998,1800.619995,2324100,1800.619995
1821.949951,1842,1815.579956,1840.719971,3310800,1840.719971
1838.219971,1840.650024,1826.400024,1833.51001,2496900,1833.51001
1841,1850,1824.609985,1831.349976,2999500,1831.349976
1822.75,1825.810059,1805.339966,1820.550049,2613900,1820.550049
1812.140015,1833.420044,1809.079956,1822.98999,2432800,1822.98999
1837.630005,1853.660034,1834.280029,1843.550049,2823500,1843.550049
1842.01001,1846.119995,1835.170044,1839.339966,1971300,1839.339966
1824.02002,1825.689941,1800.199951,1807.839966,3675500,1807.839966
1807.079956,1823.98999,1804.099976,1822.550049,1982400,1822.550049
1817.040039,1822.060059,1795.5,1817.459961,2505600,1817.459961
1821.02002,1832.569946,1817.900024,1821.5,2031500,1821.5
1821.709961,1830.630005,1780.920044,1794.160034,5341900,1794.160034
1777,1792.699951,1767.319946,1785.300049,2922300,1785.300049
1790.609985,1795.709961,1735.550049,1741.609985,4616000,1741.609985
1747.359985,1773,1723,1768.329956,3493200,1768.329956
1762.790039,1763.369995,1731.5,1739.839966,3536800,1739.839966
1748,1749.119995,1713.819946,1725.449951,3907200,1725.449951
1726.98999,1737.459961,1709.219971,1735.910034,2644700,1735.910034
1746,1755.599976,1728.410034,1735.650024,3084500,1735.650024
1727.73999,1728.890015,1705,1713.22998,3301100,1713.22998
1713,1725,1685.060059,1724.420044,3468200,1724.420044
1726.02002,1740.579956,1719.22998,1739.650024,2471900,1739.650024
1731.630005,1747.829956,1723.699951,1732.660034,2154700,1732.660034
1722.48999,1727,1705,1705.51001,2542000,1705.51001
1719.609985,1729.949951,1714.359985,1721.98999,2043500,1721.98999
1725.23999,1738.290039,1713.75,1720.26001,2575200,1720.26001
1742.920044,1745.449951,1729.859985,1731.920044,3255000,1731.920044
1728.910034,1741.890015,1722,1736.430054,1910200,1736.430054
1742.140015,1776.449951,1740.619995,1767.380005,3111700,1767.380005
1773.329956,1786.23999,1770.52002,1777.430054,2763400,1777.430054
1796.48999,1798.849976,1782.02002,1787.47998,2647400,1787.47998
1787.800049,1793.97998,1749.199951,1757.51001,3362500,1757.51001
1769.660034,1785.880005,1765,1785.660034,2130400,1785.660034
1788.150024,1789.780029,1762,1765.72998,2111700,1765.72998
1761.300049,1770.050049,1742,1762.170044,2138200,1762.170044
1771.089966,1788.339966,1760.27002,1780.780029,4446100,1780.780029
1697.550049,1764.209961,1695,1761.329956,9626400,1761.329956
1748.060059,1778.699951,1742.5,1777.079956,3708900,1777.079956
1774.810059,1777,1755.810059,1762.709961,2276900,1762.709961
1760.23999,1782.380005,1759.119995,1779.98999,2449400,1779.98999
1775.98999,1792,1771.47998,1776.660034,2781200,1776.660034
1788.01001,1797.449951,1785.209961,1791.439941,2790400,1791.439941
1801.01001,1815.060059,1801.01001,1804.660034,2771900,1804.660034
1809.160034,1810.25,1794,1801.709961,1885500,1801.709961
1801,1802.5,1788.579956,1795.77002,2029800,1795.77002
1803.76001,1805.900024,1783.47998,1788.199951,2651100,1788.199951
1787.890015,1789.880005,1774.040039,1785.880005,2123300,1785.880005
1778,1780,1767.130005,1771.650024,1946000,1771.650024
1774.660034,1786.219971,1771.910034,1778,2037600,1778
1773.390015,1775,1747.319946,1753.109985,2989500,1753.109985
1751.430054,1766.589966,1749.560059,1754.599976,2264800,1754.599976
1760.050049,1761.680054,1732.859985,1739.48999,3927600,1739.48999
1738.300049,1753.699951,1722.709961,1752.530029,2839500,1752.530029
1756.98999,1760.680054,1743.030029,1752.790039,2270800,1752.790039
1749.140015,1762.52002,1734.119995,1745.530029,2790000,1745.530029
1743,1746.869995,1730.359985,1734.709961,2662900,1734.709961
1739.02002,1746.430054,1731,1745.719971,2479100,1745.719971
1753.25,1777.420044,1753.23999,1773.839966,3486200,1773.839966
1779.920044,1797.030029,1778.349976,1796.939941,3181200,1796.939941
1801,1824.5,1797.310059,1818.51001,3025600,1818.51001
1817.780029,1824.689941,1800.790039,1800.800049,1923400,1800.800049
1804.400024,1805.550049,1762.680054,1781.599976,3925600,1781.599976
1760,1772.869995,1747.22998,1769.959961,3380900,1769.959961
1774.01001,1789.089966,1760.219971,1760.689941,2670100,1760.689941
1763.5,1763.5,1740,1740.47998,2823800,1740.47998
1751.199951,1754.400024,1740.130005,1751.599976,3117400,1751.599976
1750.660034,1766.890015,1745.609985,1749.51001,2442800,1749.51001
1747.400024,1750.670044,1735,1739.209961,2514300,1739.209961
1741.670044,1750,1735.709961,1748.719971,2097600,1748.719971
1750,1764,1745.439941,1760.329956,3095900,1760.329956
1765,1768.98999,1755,1760.939941,2745700,1760.939941
1767,1769.5,1757.050049,1769.209961,3145200,1769.209961
1778.01001,1792,1777.390015,1790.660034,3644400,1790.660034
1795.02002,1798.199951,1782.359985,1784.030029,3351400,1784.030029
1780.5,1792.98999,1774.060059,1792.280029,2652800,1792.280029
1799.619995,1802.969971,1782.449951,1786.5,5150800,1786.5
1788.26001,1793,1784.51001,1793,2136400,1793
1793.810059,1795.569946,1787.579956,1789.209961,881300,1789.209961
1801.01001,1870.459961,1799.5,1868.77002,6005400,1868.77002
1882.920044,1901.400024,1866.01001,1869.800049,6186600,1869.800049
1874,1884,1840.619995,1846.890015,3674700,1846.890015
1842,1853.26001,1832.22998,1847.839966,2506500,1847.839966
1875,1898.01001,1864.150024,1898.01001,4029000,1898.01001
1864.5,1886.199951,1864.5,1874.969971,3764400,1874.969971
1860,1903.689941,1860,1902.880005,4061800,1902.880005
1904.5,1913.890015,1892.040039,1906.859985,4044900,1906.859985
1898.040039,1911,1886.439941,1891.969971,3508000,1891.969971
1909.890015,1917.819946,1895.800049,1901.050049,3167300,1901.050049
1905.369995,1906.939941,1880,1883.160034,2853700,1883.160034
1891.310059,1898,1880.800049,1891.300049,2780800,1891.300049
1885.880005,1887.109985,1858.550049,1869.439941,3440900,1869.439941
1872.25,1878.859985,1855.089966,1862.02002,2896600,1862.02002
1882.98999,1885.589966,1866.02002,1877.939941,2659500,1877.939941
1885.890015,1886.640015,1857.25,1864.719971,3997300,1864.719971
1865,1894.27002,1860,1892,3707800,1892
1896.089966,1902.5,1883.339966,1887.459961,3216300,1887.459961
1885.109985,1889.97998,1872.76001,1884.579956,2484600,1884.579956
1891.369995,1894.98999,1847.439941,1861.640015,3766200,1861.640015
1820,1841,1815.339966,1828.339966,3528500,1828.339966
1840.5,1858.109985,1830.02002,1853.25,2808000,1853.25
